seq_1,seq_2,label
小影唱歌,你唱歌好难听呀,0
你的爸爸是谁,你爸爸叫什么名字,1
你没有小杜聪明,你不像小杜那般聪明,1
来句土味情话,来几句土味情况,0
人都走了,人都不在了,1
阿拉来啦来啦来啦来啦,你们敲门来啦来吃饭啦,0
你微信号,OPPO的微信公众号是什么,0
问问不行吗,这还不行,0
我心里放不下你,你在我心里,0
把我爱你这句话说给我听听,我要你说我爱你,1
老鼠叫声,学画眉鸟叫,0
烦什么呢,你怎么眉头紧锁啊,0
用英语怎么读,OF用英语怎么读,0
reno4Pro上市,Reno 4pro,0
登陆oppo账号密码忘记,忘记oppo账号密码。,1
小布打开便签,写便签,1
来嘛来一段呗,来一段嘛,1
王一博的择偶标准是什么,王一博的择偶标准,1
被你喊过的名字叫泡芙都很甜,泡芙都很甜,0
我应该被你叫什么,你应该管我叫什么,1
查询电话号码保存卡片,我想查询卡2上的保存的电话号码,0
秘密你知道吗,你知道秘密吗,1
明天早上提醒我吃饭,提醒我明天7点半起床,0
我是你的啥,你是一个250,0
天天动听,关闭天天动听,0
怼人模式开启,开启怼人模式开启怼人模式,1
你是啥手机啊,你是什么手机,1
是不是累了你,你累了吗,1
你喜欢穿什么衣服,你今天穿什么衣服啊,0
我有点无聊怎么办,我无聊怎么办,1
播放鬼的声音,幽灵的声音,0
常州天气怎么样今天,今天天气不错,0
"很好,我喜欢你",但我喜欢,0
老公不听话,你总不听话,0
你帮我输入密码,你凭啥么给我输密码,0
查看QQ消息,帮我发QQ给依婷,0
我想听长发公主的故事,你知道烤鸭吗,0
请问oppoa91息屏时钟怎么让它一直亮,a91通话时间不停亮屏,0
桌面所有下载的图标怎么能放大,怎么下载在线的息屏时钟,0
不理解你的意思,不懂你的意思,1
新版本玩游戏怎么退出？,为什么打开相机完成@时长单位无法运动我退出推出,0
我发现我的手机内存不够了,为什么我的手机内存不够,1
超级想你你知不知道啊,超级想你,1
我有一个闺蜜,我有一个朋友,1
请你为我唱首歌,我为你唱首歌,0
手环NFC使用方法,nfc的使用方法,0
我肯定我没病,我又没有病,1
写的话就不行我是应该他四十二,不行了我要睡了,0
射手座的明星,天蝎座呢,0
王源生日是什么时候,我叫杨洋,0
最喜欢黄明昊,我比较喜欢白敬亭,0
我真的好想你,我好想见你,1
电话零五,本机电话号码多少,0
那你给我十块钱,帮我发十块钱红包给我老婆,0
柿子不能和什么一起吃,怀孕能吃木耳菜吗,0
可不可以告诉我你来的方式呀,你是怎么来的呀,1
你的功能好少啊,你没有什么功能,0
好的婷别说话,别和我说话,0
请问新手机重启后需要输入密码,手机恢复出厂参数需要输入密码不知道,0
oppoimei是多少,OPPOA57是屏幕是多大的,0
你该怎么办,你怎么办呢,1
能告诉我你的家人都有谁吗,你的家人是谁,1
那你喜欢吃什么方便面,你喜欢吃肉还是吃菜,0
a91的充电接口介绍,a91充电接口,1
深度测试,OPPO手机深度测试说明,0
狮子是你吗,你是狮子吗,1
欢太公司今日要闻,有没有新闻,0
那如果是你你会怎么做呢,你你都会做什么呀,0
美女有没有,你是不是美女,0
在微信上发红包发一块钱给饶电,你把微信发个我,0
我说你什么,我能告诉我你什么呢,0
情人行么,十八号行吗,0
我的手机为什么接受不到信息。,为什么我的手机，在待机中收不到微信的信息,0
社会摇沙雕语录,关闭悬浮球,0
你真无聊,你总是啰嗦,0
红烧鲤鱼怎么做,烧肉怎么做,0
我到底叫什么名字,你把我的名字告诉我好嘛,1
oppo ace2的机身材质,OPPOace2手机相机像素多少,0
步骤太多了,我烦死啦,0
72除以九等于几,22加22等于几,0
我好想你哦,想你想的好心情,0
我说的是关机,我是说关机,1
新年好啊,儿歌新年好,0
我在你就不无聊了吗难道,我在你就不无聊了吗,1
美元兑人民币汇率,一人民币等于多少,0
订飞机票,我想订明天去广州的往返机票,0
再来一局好不好呢,再来一个好不好,1
你现在是什么穿着,今天出门穿什么衣服,0
我上班去了,我上班了,1
国际禁毒日几月几号,今天是七夕节,0
为什么vivo手机下载的oppo手机的游戏中心不能用,OPPO手机的隐藏功能在哪,0
你帮我找个男朋友吧,你帮我找下一个笑话,0
你说怎么办,你说啥了,0
oppo怎么拍月亮,OPPO怎么能拍月亮？,0
我正在和你讲话呀,我在和你聊天呀,1
觉得我可爱吗,对么我是可爱的,1
把OPPO,OPPO是一家什么公司,0
我真的是服了你了,你让我真的是佩服了,1
oppo手机按开机键直接桌面,oppo手机中间按键没回应,0
我是你的女的女的,你猜我是男的还是女的,0
我真的很恨你,我好恨你哦,1
你又来了,你又开始了,1
你真了不起,你真了不得,1
我问人家,我想问一下,0
六七千块钱你卖多少钱三千多块钱,R17Pro多少钱,0
明天天气咋样啊,南宁多少度,0
你要是没有冲凉我就去给你放水,你冲凉了没有,1
我说的是,你说的是什么,0
给我讲个故事,你给我说一个笑话,0
我喜欢你吗,我不知道我喜不喜欢他,0
晚上九点提醒我睡觉,明天要上学,0
小打开酷狗音乐,你知道什么音乐,0
什么都不是,不是成语,0
我问你是不是想我了,你想我吗,1
退出QQ音乐,QQ音乐退出,1
我的名字叫泡芙,我名字叫李计平,0
那好像是天平座的,天平座是几月,0
这里还有福利啊,还会有福利啊,0
我觉得有代沟啊,我觉得我们没有共同语言,1
我都出来了,出来咯的,0
你可以跟我说什么,你可以跟我聊什么,1
你能给我钱吗,你的钱能不能给我一点,1
请帮我搜设置,请帮我什么,0
明天什么时候下雨啊,今天下雨了,0
那你给我一个,你给我说个绕口令,0
那个牵挂你的,爱你的那个,0
苏州天气,未来十天天气怎么样,0
小布你的星座是什么,十一月九日是什么星座,0
我想远离你的视线,我想离开你,1
r11s卖得多还是R17卖得多,R17卖的好吗？,0
我是什么人,我什么呢,0
打开微信滴滴打车,你有微信号码,0
Reno4pro刷新率,Reno4 Pro 刷新率,1
听见什么,你是听见什么了吗,1
陪我玩儿会儿,逗我开心一下,0
我就想看看你,你长什么样,0
讲个烤鸭的笑话吧,脚两个笑话,0
给我一个拥抱,你给我的拥抱么么哒,0
你觉得自己可爱吗,你不会觉得他可爱吧,0
你可以变成男孩子吗,你可以变成带把的吗,1
手机语言的设置方法,N3手机语言的设置方法,0
在你眼中谁是最可爱的人,你觉得谁最可爱,1
你是不是无聊了,你无不无聊呀,0
我觉得你是神经病,我好讨厌你神经病,0
你放心好了,他说你放心吧,0
你很有气质,什么气质,0
明天早上九点提醒我起床,四点钟闹铃,0
我的是苹果手机。,我手机是find5. 她的开关机键掉了   可以修不啊！,0
能帮我约会吗,我们能约吗,0
闹钟响了,定个5点20的闹钟,0
是所有的时候,什么时候才是万不得已的时候,0
我觉得老了的就是我,我觉得我老了,1
真的特别感谢,太谢谢你了,1
儿歌有哪些,你会唱什么歌曲,0
我说你觉得杨洋帅吗,你喜欢赵丽颖吗我喜欢得很,0
你爱读书吗,你喜欢看书吗,1
王一博今年多少岁了,一博今年多少岁,1
她们男朋友在哪里哦,你在哪里哦,0
可是我真的接受不了,可是我理解不了呀,0
我感到很头痛,我头有点痛,1
改革开放以来党的全部理论和实践的主题是什么,史记的作者,0
你要亲我吗,你要不要亲我,1
你还不睡觉啊,你为何不用睡觉,0
这不是我的名字,我的名字叫,0
所以叫你吗,叫你什么好,0
告诉我你的性别吧,告诉你我的性别吧,0
机智是否如你,你厉不厉害,0
风之旅人,你玩过风之旅人吗,0
能说不能听啊,我不想听你说,0
我不知道这是哪儿啊,我不知道,0
我的死机怎样处理,怎样制作小说封面？,0
那你给我十块钱,借五百块钱给我,0
你怎么在这,他们老师怎么在这,0
怎么跟你说,你要我怎么跟你说,1
你都会什么啊?,你会怎样,0
你是大学生吗,你是不是大学生,1
我要换个手机,我要换一个苹果手机,0
服务中心解锁,云服务解锁,0
双色球中三个红球有没有钱,你有没有钱,0
oppor7x副一屏,X2pro屏幕,0
会一直爱我吗,一直爱我你会吗,1
我感觉你挺熟悉的,我感觉你好熟悉,1
说我说什么电话,说什么好呢,0
汉川站到天门南站的动车,我是你的啥,0
reno4 se有线条,Reno4SE是双音箱吗,0
竖屏时间怎么设置,怎样设置主屏幕时间,0
你喜欢吃辣椒吗,你喜欢吃啥,0
老铁没毛病啊,没毛病啊,1
微信发五元红包给小宇,你把微信发个我,0
我是你好朋友,我们明明是好朋友啊,1
好了我先去,先去东西我是,0
讲一下今天的新闻,今天有什么新闻啊,0
你是未来的吗,你是我的吗,0
因为你没有头,你怎么没有头啊,0
你的脸怎么没了,你为什么没有脸,1
他妈的第一那,一天就他妈的,0
白切鸡怎么做,做包子,0
怎么设置语音唤醒手机,唤醒小布寻找手机怎么设置,1
你别跟我客气,你也别客气,1
排列五开奖结果,大乐透开奖号,0
这是什么歌啊,什么歌手,0
你年龄多少,你今年多大,1
我当然喜欢你啦,我喜欢的人就是你,1
我是在夸你啊,我夸你你就高兴是不是,0
自动息屏调为三十秒,手机输入法,0
我是最漂亮的吗在你心里,我在你心里,0
有没有QQ,帮我把QQ打开,1
感觉那里有感情,人毕竟也是有感情的嘛,0
怎样打开时间打字？,wlan打不开怎么办？,0
我能怎么找你,我怎么找你,1
我请你告诉我现在几点了,"快点告诉你我在想什么,笨蛋",0
王者荣耀怎么测本命英雄,王者荣耀刺客谁最厉害,0
你不好用,你一点都不好用,1
可以陪我玩打牌吗,你会打扑克吗,1
吴亦凡的大碗面,吴亦凡大碗宽面,0
六合彩开奖号码,3D开奖,0
给我唱首歌吧,给我唱一首一生如一,0
你早上几点起床,今天早上几点日出,0
黑猫警长故事,讲个故事,0
好的你去休息吧,嗯你去让自己放松下,1
你结婚没有,你有没有伴侣,1
指纹解锁不能用,怎么手机不能用呢,0
明天去深圳的火车票还有吗,北京的动车,0
是不是可以来一首歌曲给我呢,你能不能学狗叫,0
我们该下什么游戏,你都在想什么,0
给我看抖音,在抖音,1
请问你认识我吗,你原来认识我吗,1
微信扫一扫,你有没有微信,0
你确定吗你在干嘛,你刚才在干嘛,0
难道我不该上班吗,我该上班了,1
猜猜我叫什么,你记不记得我叫什么名字,0
有什么新电影看吗,想看星球大战的新电影,0
我不会告诉你的,对你我不能说,1
我觉得是非常漂亮的,哇好漂亮,1
那你看看吧,那你再仔细的看看吧,1
给我讲个讲个故事,给我讲个,0
我在玩游戏,我去玩游戏了,1
打开只让她他直接在打开网易云音乐,什么音乐是你知道的,0
售后维修费用,售后维修收费嘛,0
游戏助手,你知道哪款游戏,0
有哪些响亮的江湖化名？,明天早上九点提醒我健身,0
的信息,帮我念一下短信,0
我的话你会不会听,你会听我的话吗,1
发一下她,你刚发的这个,0
"小影,陪我聊聊天",你陪我聊聊天儿吧,0
微信充话费也很方便,微信充十元话费,0
我反对请你吃饭,我不想请你吃饭,1
大乐透开奖结果查询,大乐透开,0
提醒我早上七点起床,你早上起床了吗,0
搜新闻,打开新闻头条,0
金属机身充电,充电充电头发热属于正常,0
我随时叫你你会,我天天都叫你,0
谁是你爹地,你爸爸叫什么名字啊,1
老怎么写,休息的近义词是什么,0
OPPOAce2的CPU介绍,OPPO Ace2的CPU介绍,1
我家宠物兔生了只小兔子,一起小兔小兔,0
我希望能和你表白,对他表白,0
水瓶座的特点,九月十九是什么星座,0
你是最帅的了,上最帅的人,0
我谢谢你,刀郎的谢谢你,0
打开听声音早餐吃面声,吃面条的声音,0
那你还喜欢我吗,你是真的喜欢我吗,0
以后请叫我妈妈,以后叫我妈妈,1
老婆在不在,媳妇在不在,1
两点半的时候提醒我,2分钟后提醒我看书,0
嘿你叫啥,你的称谓是什么,1
闹钟明天早上六点,设置闹钟早起六点二十,0
我好像不明白,不明白我可以教你啊,0
你把它关掉,你把它关了,1
去哪里了你?,你要去哪里呢可以帮你,0
语音助手那就的,语音助手你好,0
光头强捡到肥波的照片,你的照片呢,0
迪丽热巴都演过什么电视剧呀,杨丞琳演过什么电影,0
你腰围多少,你胸围多少,0
我肯定会管你的你来找我一巴掌,你肯定会管我的我来找你一巴掌,0
a5没有小欧,OPPOA5有没有红外线,0
的故事吧,打开听故事,0
陈立农的生日是多少,陈立农生日多少号,1
我的怎么不支持语音开启小布,怎样开启小布语音的通知权限？,0
"那好吧,我不为难你了",我不黏你了你自己退吧,0
那怎么讲,我怎么讲你就怎么讲,0
生日快乐祝生日快乐good生日快乐快乐哥,生日快乐你生日快乐,0
给我讲个笑话可以吗,给我讲个笑话,1
我没看到啊,你们的妹妹没看到啊,0
我很同情你,你好可怜哦,1
那那边应该是啥情况呢,那什么情况,0
手机电池接触异常怎么办,手机充电显示电池接触异常,0
手机存储空间不够用怎么办？,应用锁怎么开不了,0
你想找什么样的男朋友,你什么时候找男朋友,1
a8支持面部解锁吗,A9是否支持面部解锁,0
你有心爱的人吗,你有心仪的人吗,1
手机卡了，开不了机怎么回事,怎么回事手机又开不了机了,0
过了一年,我说过了呀,0
现在是什么是时间,你看几点,0
谢谢你陪我说话,谢谢你可以陪我说话,1
那你还是再给讲个笑话吧,那你再讲一个笑话,1
没有无线充电功能手机,本机有没有无线充电功能,0
学习你应该会吧,你会学习吗,1
讲真的并没有生气,没有生气呀,1
你没名字吗,你叫啥名字啊,0
你猜我今天心情好吗,你感觉我现在的心情好吗,0
